index,SPACER_cex_depth,SPACER_cluster_out_of_gas,SPACER_expand_pob_undef,SPACER_inductive_level,SPACER_max_cluster_size,SPACER_max_cvx_reduced_dim,SPACER_max_depth,SPACER_max_query_lvl,SPACER_need_sage,SPACER_num_abstractions,SPACER_num_abstractions_failed,SPACER_num_abstractions_success,SPACER_num_active_lemmas,SPACER_num_cant_abstract,SPACER_num_ctp_blocked,SPACER_num_dim_reduction_success,SPACER_num_invariants,SPACER_num_is_invariant,SPACER_num_lemma_jumped,SPACER_num_lemmas,SPACER_num_mbp_failed,SPACER_num_merge_gen,SPACER_num_merge_gen_failed,SPACER_num_merge_gen_success,SPACER_num_no_over_approximate,SPACER_num_non_lin,SPACER_num_pobs,SPACER_num_propagations,SPACER_num_queries,SPACER_num_reach_queries,SPACER_num_refinements,SPACER_num_reuse_reach_facts,SPACER_num_sync_cvx_cls,SPACER_pob_out_of_gas,SPACER_wide_attmpts,SPACER_wide_success,max_memory,memory,result,time,time_iuc_solver_get_iuc,time_iuc_solver_get_iuc_hyp_reduce1,time_iuc_solver_get_iuc_hyp_reduce2,time_iuc_solver_get_iuc_learn_core,time_pool_solver_proof,time_pool_solver_smt_total,time_pool_solver_smt_total_sat,time_pool_solver_smt_total_undef,time_spacer_ctp,time_spacer_init_rules,time_spacer_init_rules_pt_init,time_spacer_mbp,time_spacer_solve,time_spacer_solve_propagate,time_spacer_solve_reach,time_spacer_solve_reach_children,time_spacer_solve_reach_cluster,time_spacer_solve_reach_gen_bool_ind,time_spacer_solve_reach_gen_merge,time_spacer_solve_reach_gen_merge_cvx_cls,time_spacer_solve_reach_gen_wide,time_spacer_solve_reach_is_reach
chc-lia-lin-0129.smt2,16,,2,,4,1,16,16,,12,1,37,927,2,331,11,45,2361,6,1025,,12,355,8,,,990,702,1023,30,,10,,,32,1,972.36,559.02,unsat,133.37,3.74,0.98,1.75,0.46,1.25,115.85,97.82,1.15,0.42,0.00,0.00,0.78,133.02,28.05,104.90,2.13,8.76,67.76,1.38,0.00,1.38,0.71
chc-lia-lin-0130.smt2,,5,38,21,4,1,47,47,,123,,108,188,14,2730,10,381,7296,122,1221,,21,177,,,,431,2922,1505,,25,,,109,,,777.80,516.12,sat,121.01,4.07,0.47,2.26,0.34,1.17,105.81,84.84,0.63,0.88,0.00,0.00,0.25,120.17,21.82,98.14,1.30,5.71,59.84,1.07,0.00,1.07,2.00
chc-lia-lin-0131.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,29.92,7.83,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0132.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,29.52,7.82,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0133.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,29.52,7.82,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0134.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,29.52,7.82,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0135.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,29.52,7.82,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0136.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,29.48,7.82,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0137.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,29.28,7.76,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0138.smt2,,,,1,,,1,1,,,,,1,,,,1,,,1,,,,,,,1,,,,,,,,,,13.76,5.67,sat,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,,0.00,0.00,0.00,,0.00,,,,,
chc-lia-lin-0139.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,29.96,7.85,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.00,,0.00,,,,,
chc-lia-lin-0140.smt2,,,,5,,,7,7,,,,,17,,17,,8,40,,29,,,,,,,8,6,23,,,,,,,,46.44,16.44,sat,0.11,0.01,0.00,0.00,0.00,0.00,0.03,0.02,,0.00,0.01,0.00,0.00,0.07,0.01,0.04,0.00,0.00,0.01,0.00,,0.00,
chc-lia-lin-0141.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,30.04,7.97,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.00,,0.00,,,,,
chc-lia-lin-0142.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,30.04,7.97,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.00,,0.00,,,,,
chc-lia-lin-0143.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,30.04,7.97,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.00,,0.00,,,,,
chc-lia-lin-0144.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,30.96,8.27,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.00,,0.00,,,,,
chc-lia-lin-0145.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,28.84,7.79,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0146.smt2,,1,198,29,1,1,47,47,,48,40,,220,31,2536,,270,11031,4,1609,,,,,,,236,5208,1593,68,2,41,,5,10,3,964.08,624.12,sat,180.00,11.02,1.03,6.10,0.64,3.62,157.26,104.77,15.37,0.87,0.00,0.00,0.31,179.23,42.18,136.86,1.48,5.98,85.83,0.36,0.00,0.36,1.49
chc-lia-lin-0147.smt2,,,,22,,,26,26,,,,,68,,220,,30,1099,,195,,,,,,,36,482,174,,,,,,,,104.80,70.14,sat,2.16,0.31,0.03,0.14,0.02,0.12,1.39,0.91,,0.02,0.00,0.00,0.02,2.10,0.59,1.42,0.07,0.09,0.63,0.00,,0.00,
chc-lia-lin-0148.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,30.56,8.36,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.00,,0.00,,,,,
chc-lia-lin-0149.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,30.60,8.35,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.00,,0.00,,,,,
chc-lia-lin-0150.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,30.56,8.36,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.00,,0.00,,,,,
chc-lia-lin-0151.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,30.56,8.36,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.00,,0.00,,,,,
chc-lia-lin-0152.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,30.56,8.36,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.00,,0.00,,,,,
chc-lia-lin-0153.smt2,,,1,,,,2,2,,,,,28,,,,28,30,,50,,,,,,,28,9,47,,,,,,,,152.32,91.36,sat,2.09,0.28,0.11,0.19,0.01,0.06,0.87,0.27,0.01,,0.00,0.00,0.01,1.23,0.10,1.12,0.03,0.02,0.14,0.00,,0.00,
chc-lia-lin-0154.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,30.64,8.44,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.00,,0.00,,,,,
chc-lia-lin-0155.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,30.64,8.44,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.00,,0.00,,,,,
chc-lia-lin-0156.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,30.56,8.40,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.00,,0.00,,,,,
chc-lia-lin-0157.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,30.56,8.40,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.00,,0.00,,,,,
chc-lia-lin-0158.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,31.24,8.59,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.00,,0.00,,,,,
chc-lia-lin-0159.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,31.24,8.58,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.00,,0.00,,,,,
chc-lia-lin-0160.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,31.24,8.59,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.00,,0.00,,,,,
chc-lia-lin-0161.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,29.84,8.32,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0162.smt2,,,,39,,,44,44,,,,,211,,1569,,228,8189,8,711,,,,,,,175,4764,679,,,,,,,,642.32,459.72,sat,45.63,3.47,0.26,1.78,0.18,1.30,37.84,26.35,,0.51,0.00,0.00,0.09,45.12,16.70,28.26,0.44,1.84,17.49,0.00,,0.00,
chc-lia-lin-0163.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,31.16,8.65,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.00,,0.00,,,,,
chc-lia-lin-0164.smt2,,,,21,,,32,32,,,,,157,,1368,,211,6594,2,650,,,,,,,152,3029,618,,,,,,,,500.64,330.65,sat,40.98,3.50,0.27,1.84,0.17,1.28,33.97,25.11,,0.41,0.00,0.00,0.08,40.54,16.94,23.49,0.39,1.41,13.94,0.00,,0.00,
chc-lia-lin-0165.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,31.20,8.58,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.00,,0.00,,,,,
chc-lia-lin-0166.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,32.72,9.74,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.00,,0.00,,,,,
chc-lia-lin-0167.smt2,,,46,1,,,2,2,,,,,45,,,,19,69,,56,,,,,,,53,32,53,,,,,,,,249.12,129.95,sat,4.68,0.03,0.00,0.01,0.00,0.02,3.80,0.00,3.31,,0.01,0.00,0.10,4.13,1.12,3.00,0.24,0.02,0.92,0.00,,0.00,
chc-lia-lin-0168.smt2,,,103,1,,,3,3,,,,,99,,,,102,132,,143,,,,,,,134,66,139,,,,,,,,614.84,350.49,sat,29.48,0.28,0.03,0.09,0.01,0.15,26.12,0.30,23.37,0.00,0.01,0.00,0.24,27.27,2.94,24.32,0.65,0.11,15.80,0.01,,0.01,
chc-lia-lin-0169.smt2,,,45,1,1,,3,3,,,,,48,1,,,21,98,,75,,,,,,,66,44,71,,,,,,,,231.84,134.88,sat,4.49,0.06,0.01,0.02,0.00,0.03,3.30,0.23,2.56,0.00,0.01,0.00,0.14,3.75,1.33,2.42,0.31,0.03,0.85,0.01,,0.01,
chc-lia-lin-0170.smt2,,,40,1,,,2,2,,,,,34,,,,15,60,,53,,,,,,,46,23,50,,,,,,,,221.20,127.45,sat,3.17,0.09,0.02,0.06,0.00,0.02,1.68,0.01,1.21,,0.01,0.00,0.09,2.02,0.78,1.24,0.20,0.02,0.07,0.00,,0.00,
chc-lia-lin-0171.smt2,,,43,1,,,2,2,,,,,40,,,,14,62,,56,,,,,,,49,21,53,,,,,,,,171.80,91.72,sat,2.85,0.06,0.02,0.04,0.00,0.02,1.62,0.01,1.24,,0.01,0.00,0.12,1.97,0.63,1.34,0.24,0.02,0.08,0.00,,0.00,
chc-lia-lin-0172.smt2,,,37,1,,,2,2,,,,,38,,,,14,56,,50,,,,,,,43,21,47,,,,,,,,172.36,97.13,sat,2.51,0.10,0.02,0.06,0.00,0.02,1.40,0.01,0.93,,0.01,0.00,0.09,1.72,0.59,1.13,0.18,0.02,0.08,0.00,,0.00,
chc-lia-lin-0173.smt2,,,43,1,1,,2,2,,,,,41,1,,,16,64,,56,,,,,,,49,25,53,,,,,,,,294.72,176.23,sat,7.44,0.11,0.03,0.07,0.00,0.02,1.89,0.01,1.30,,0.01,0.00,0.15,2.32,0.71,1.60,0.27,0.02,0.10,0.00,,0.00,
chc-lia-lin-0174.smt2,2,,3,,,,2,2,,,,,21,,,,,21,,22,,,,,,,22,,22,2,,2,,,,,117.92,51.01,unsat,0.85,0.01,0.00,0.00,0.00,0.00,0.70,0.11,0.56,,0.01,0.00,0.01,0.75,0.15,0.59,0.02,0.00,0.00,0.00,,0.00,0.05
chc-lia-lin-0175.smt2,,,47,1,,,2,2,,,,,60,,,,36,103,,90,,,,,,,68,50,87,,,,,,,,1853.20,1155.00,sat,61.40,17.57,3.46,14.96,0.37,1.23,29.83,0.04,1.63,0.00,0.01,0.00,0.15,47.82,10.77,37.04,0.30,0.05,0.09,0.00,,0.00,
chc-lia-lin-0176.smt2,2,,2,,,,2,2,,,,,21,,,,,21,,22,,,,,,,22,,22,2,,1,,,,,118.76,51.01,unsat,0.89,0.01,0.00,0.00,0.00,0.00,0.73,0.06,0.64,,0.01,0.00,0.01,0.78,0.21,0.57,0.02,0.00,0.00,0.00,,0.00,0.26
chc-lia-lin-0177.smt2,2,,2,,,,2,2,,,,,21,,,,,21,,22,,,,,,,22,,22,2,,2,,,,,118.56,50.30,unsat,0.96,0.01,0.00,0.00,0.00,0.00,0.80,0.07,0.71,,0.01,0.00,0.01,0.85,0.21,0.64,0.02,0.00,0.00,0.00,,0.00,0.03
chc-lia-lin-0178.smt2,2,,2,,,,2,2,,,,,3,,,,1,5,,4,,,,,,,4,3,4,2,,1,,,,,83.76,29.89,unsat,0.29,0.00,0.00,0.00,0.00,0.00,0.17,0.03,0.13,,0.01,0.00,0.01,0.20,0.08,0.11,0.01,0.00,0.00,0.00,,0.00,0.03
chc-lia-lin-0179.smt2,,,,19,1,1,39,39,,,,,157,22,2705,,363,13042,23,1430,,,,,,,188,6886,1393,,,,,,,,1306.16,836.50,sat,233.49,10.53,0.75,6.60,0.53,2.77,210.56,163.62,,1.42,0.00,0.00,0.23,232.25,71.48,160.61,1.37,6.03,111.17,0.13,0.00,0.13,
chc-lia-lin-0180.smt2,,,,,1,,36,35,,15,,12,829,8,4281,,,12749,33,2270,,,,,,,323,3980,2272,,,,,13,,,360.60,358.73,timeout,597.78,19.63,1.37,11.94,0.97,5.59,455.24,384.13,0.04,2.83,0.00,0.00,0.37,498.69,118.62,379.94,2.67,14.83,271.11,0.24,,0.24,0.48
chc-lia-lin-0181.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,33.32,10.03,unsat,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.01,,0.00,,,,,
chc-lia-lin-0182.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,33.32,10.12,unsat,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.01,,0.00,,,,,
chc-lia-lin-0183.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,33.36,10.08,unsat,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.01,,0.00,,,,,
chc-lia-lin-0184.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,33.36,10.12,unsat,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.01,,0.00,,,,,
chc-lia-lin-0185.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,33.28,10.08,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.01,,0.00,,,,,
chc-lia-lin-0186.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,33.32,10.08,unsat,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.01,,0.00,,,,,
chc-lia-lin-0187.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,33.72,10.09,unsat,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.01,,0.00,,,,,
chc-lia-lin-0188.smt2,,,5,1,,,2,2,,,,,34,,,,33,75,,49,,,,,,,27,46,46,,,,,,,,301.64,179.79,sat,6.51,0.70,0.27,0.52,0.02,0.11,2.85,0.07,0.60,0.00,0.01,0.01,0.02,3.64,0.15,3.48,0.05,0.01,0.47,0.00,,0.00,
chc-lia-lin-0189.smt2,,1,,40,4,1,51,51,,33,,,318,,4400,,418,19184,48,1429,,,,,,,364,10305,1548,,2,,,33,,,1415.52,966.18,sat,344.95,13.70,0.97,8.05,0.56,4.32,314.93,229.69,,2.66,0.00,0.00,0.25,343.61,138.83,204.57,1.84,7.30,137.30,0.41,0.00,0.41,1.13
chc-lia-lin-0190.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,33.56,10.10,unsat,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.01,,0.00,,,,,
chc-lia-lin-0191.smt2,,,18,1,,,2,2,,,,,49,,,,55,119,,81,,,,,,,49,79,78,,,,,,,,873.28,602.24,sat,52.49,4.33,1.43,3.07,0.38,0.57,15.90,0.24,4.01,,0.01,0.01,0.07,20.50,2.33,18.17,0.15,0.05,2.97,0.00,,0.00,
chc-lia-lin-0192.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,34.32,10.12,unsat,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.01,,0.00,,,,,
chc-lia-lin-0193.smt2,2,,4,,,,2,2,,,,,21,,,,,21,,22,,,,,,,22,,22,2,,1,,,,,108.04,46.80,unsat,0.92,0.01,0.00,0.00,0.00,0.00,0.75,0.08,0.64,,0.01,0.00,0.02,0.81,0.11,0.69,0.02,0.00,0.00,0.00,,0.00,0.16
chc-lia-lin-0194.smt2,1,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,35.24,10.63,unsat,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,,0.01,,0.00,,,,,
chc-lia-lin-0195.smt2,,,82,1,1,,2,2,,,,,72,4,,,31,151,,133,,,,,,,115,47,130,,,,,,,,358.80,199.37,sat,14.47,0.55,0.18,0.38,0.01,0.11,10.61,1.60,6.38,0.00,0.01,0.01,0.34,12.03,3.38,8.64,0.64,0.13,1.53,0.02,,0.02,
chc-lia-lin-0196.smt2,2,,2,,,,2,2,,,,,14,,,,4,22,,15,,,,,,,15,12,15,2,,1,,,,,115.20,47.85,unsat,0.67,0.01,0.00,0.00,0.00,0.00,0.52,0.13,0.35,,0.01,0.01,0.01,0.56,0.05,0.51,0.01,0.00,0.02,0.00,,0.00,0.09
chc-lia-lin-0197.smt2,,,10,1,1,,2,2,,,,,80,4,,,25,147,,126,,,,,,,124,42,123,,,,,,,,512.24,229.03,sat,120.50,0.20,0.04,0.09,0.01,0.07,118.92,107.63,8.74,0.00,0.01,0.01,0.30,119.91,6.23,113.67,0.59,0.12,44.08,0.02,,0.02,
chc-lia-lin-0198.smt2,,30,,73,12,1,100,100,,122,48,336,468,,4826,,191,23773,73,1664,,32,139,3,,,612,14480,1983,126,34,48,,53,38,,2136.28,1267.22,sat,580.97,21.55,1.38,14.03,0.90,5.47,540.46,363.56,,1.95,0.00,0.00,0.37,579.87,230.52,348.84,2.34,8.57,237.19,1.58,0.00,1.58,5.54
chc-lia-lin-0199.smt2,,,92,1,1,,2,2,,,,,107,1,,,88,236,,168,,,,,,,130,139,165,,,,,,,,1338.08,811.21,sat,162.38,4.47,1.24,3.07,0.31,0.75,44.43,0.33,21.04,,0.01,0.01,0.29,49.88,7.81,42.07,0.61,0.22,13.86,0.01,,0.01,
chc-lia-lin-0200.smt2,,,,,1,,39,38,,5,,,797,,4025,,,17029,27,2354,,,,,,,414,7823,2335,,,,,5,,,367.57,365.69,timeout,598.06,27.68,1.53,17.14,1.21,7.96,532.49,418.03,,3.02,0.00,0.00,0.39,583.63,182.76,400.73,3.28,13.55,274.69,0.12,,0.12,0.07
chc-lia-lin-0201.smt2,9,,,,2,,9,9,,,,,23,5,23,,11,191,,44,,,,,,,30,112,45,9,,1,,,,,101.04,43.27,unsat,0.32,0.02,0.00,0.01,0.00,0.01,0.16,0.05,,0.00,0.01,0.00,0.01,0.26,0.08,0.15,0.02,0.00,0.01,0.00,,0.00,0.01
chc-lia-lin-0202.smt2,,,,1,,,4,4,,,,,4,,4,,7,9,,16,,,,,,,8,1,11,,,,,,,,121.76,67.57,sat,0.73,0.08,0.01,0.03,0.00,0.03,0.35,0.25,,0.00,0.01,0.01,0.01,0.48,0.10,0.37,0.04,0.00,0.14,0.00,,0.00,
chc-lia-lin-0203.smt2,,,,1,,,5,5,,,,,9,,5,,12,36,,25,,,,,,,11,21,19,,,,,,,,127.16,72.73,sat,1.06,0.11,0.01,0.04,0.00,0.06,0.57,0.38,,0.00,0.01,0.01,0.02,0.79,0.10,0.67,0.07,0.00,0.30,0.00,,0.00,
chc-lia-lin-0204.smt2,,,,1,,,5,5,,,,,9,,5,,12,36,,25,,,,,,,11,21,19,,,,,,,,127.16,72.73,sat,1.00,0.11,0.01,0.04,0.00,0.06,0.53,0.35,,0.00,0.01,0.01,0.02,0.74,0.10,0.63,0.07,0.00,0.28,0.00,,0.00,
chc-lia-lin-0205.smt2,,,,2,,,6,6,,,,,13,,7,,14,57,,34,,,,,,,16,36,27,,,,,,,,141.92,79.62,sat,1.61,0.23,0.02,0.10,0.01,0.10,0.96,0.56,,0.00,0.01,0.01,0.03,1.35,0.22,1.12,0.12,0.00,0.51,0.00,,0.00,
chc-lia-lin-0206.smt2,,,,2,,1,6,6,,1,,1,16,1,13,,19,87,,41,,,,,,,24,58,34,,,,,,4,,152.48,84.56,sat,2.06,0.35,0.03,0.18,0.01,0.14,1.20,0.77,,0.00,0.01,0.01,0.04,1.78,0.21,1.54,0.16,0.01,0.66,0.05,0.00,0.05,
chc-lia-lin-0207.smt2,,,,2,,,6,6,,,,,17,,6,,18,77,,38,,,,,,,16,48,31,,,,,,,,150.32,82.54,sat,1.97,0.36,0.03,0.18,0.01,0.15,1.15,0.66,,0.00,0.01,0.01,0.03,1.71,0.31,1.38,0.14,0.01,0.59,0.00,,0.00,
chc-lia-lin-0208.smt2,,,,2,,1,6,6,,2,,2,16,1,4,,18,82,,40,,,,,,,20,52,33,,,,,,26,,157.24,85.93,sat,2.06,0.37,0.03,0.18,0.01,0.16,1.22,0.84,,0.00,0.01,0.01,0.04,1.81,0.26,1.53,0.15,0.01,0.58,0.11,0.00,0.11,
chc-lia-lin-0209.smt2,,,,2,1,,5,5,,1,,1,14,1,6,,18,75,,34,,,,,,,25,57,27,,,,,,,,150.92,84.04,sat,1.80,0.32,0.03,0.16,0.01,0.13,1.02,0.56,,0.00,0.01,0.01,0.03,1.51,0.17,1.32,0.12,0.01,0.60,0.00,,0.00,
chc-lia-lin-0210.smt2,,,,1,,,5,5,,,,,15,,2,,17,60,,31,,,,,,,19,43,25,,,,,,,,149.16,83.57,sat,1.72,0.28,0.02,0.12,0.01,0.13,0.97,0.60,,0.00,0.01,0.01,0.03,1.41,0.23,1.17,0.11,0.01,0.49,0.00,,0.00,
chc-lia-lin-0211.smt2,,,,1,,,5,5,,,,,14,,4,,23,77,,40,,,,,,,28,54,34,,,,,,,,155.84,87.40,sat,2.33,0.47,0.04,0.23,0.02,0.19,1.33,0.87,,0.00,0.01,0.01,0.04,2.02,0.31,1.69,0.17,0.01,0.70,0.00,,0.00,
chc-lia-lin-0212.smt2,,,,2,1,1,6,6,,2,,2,21,2,7,,28,137,,54,,,,,,,37,98,46,,,,,,2,,167.44,92.08,sat,3.21,0.74,0.06,0.39,0.03,0.29,1.71,1.17,,0.00,0.01,0.01,0.06,2.78,0.36,2.39,0.23,0.02,0.94,0.03,0.00,0.03,
chc-lia-lin-0213.smt2,,,,2,1,,6,6,,1,,1,24,1,10,,32,141,,58,,,,,,,44,91,51,,,,,,,,182.28,98.76,sat,4.10,1.23,0.10,0.71,0.04,0.42,2.21,1.41,,0.00,0.01,0.01,0.06,3.80,0.51,3.27,0.27,0.02,1.19,0.00,,0.00,
chc-lia-lin-0214.smt2,,,,2,1,,6,6,,1,,1,24,1,10,,32,141,,58,,,,,,,44,91,51,,,,,,,,182.28,98.76,sat,4.27,1.25,0.11,0.71,0.04,0.43,2.33,1.49,,0.00,0.01,0.01,0.07,3.96,0.52,3.41,0.27,0.02,1.29,0.00,,0.00,
chc-lia-lin-0215.smt2,,,,2,,,5,5,,,,,20,,8,,25,96,,43,,,,,,,30,69,37,,,,,,,,166.44,92.31,sat,3.02,0.69,0.06,0.35,0.02,0.28,1.62,0.93,,0.00,0.01,0.01,0.05,2.56,0.30,2.24,0.19,0.01,0.95,0.00,,0.00,
