index,SPACER_cex_depth,SPACER_cluster_out_of_gas,SPACER_expand_pob_undef,SPACER_inductive_level,SPACER_max_cluster_size,SPACER_max_cvx_reduced_dim,SPACER_max_depth,SPACER_max_query_lvl,SPACER_need_sage,SPACER_num_active_lemmas,SPACER_num_cant_abstract,SPACER_num_ctp_blocked,SPACER_num_dim_reduction_success,SPACER_num_invariants,SPACER_num_is_invariant,SPACER_num_lemma_jumped,SPACER_num_lemmas,SPACER_num_mbp_failed,SPACER_num_merge_gen,SPACER_num_merge_gen_failed,SPACER_num_merge_gen_success,SPACER_num_no_over_approximate,SPACER_num_non_lin,SPACER_num_pobs,SPACER_num_propagations,SPACER_num_queries,SPACER_num_reach_queries,SPACER_num_refinements,SPACER_num_reuse_reach_facts,SPACER_num_sync_cvx_cls,SPACER_num_under_approximations,SPACER_pob_out_of_gas,SPACER_wide_attmpts,SPACER_wide_success,max_memory,memory,result,time,time_iuc_solver_get_iuc,time_iuc_solver_get_iuc_hyp_reduce1,time_iuc_solver_get_iuc_hyp_reduce2,time_iuc_solver_get_iuc_learn_core,time_pool_solver_proof,time_pool_solver_smt_total,time_pool_solver_smt_total_sat,time_pool_solver_smt_total_undef,time_spacer_ctp,time_spacer_init_rules,time_spacer_init_rules_pt_init,time_spacer_mbp,time_spacer_solve,time_spacer_solve_propagate,time_spacer_solve_reach,time_spacer_solve_reach_children,time_spacer_solve_reach_cluster,time_spacer_solve_reach_gen_bool_ind,time_spacer_solve_reach_gen_merge,time_spacer_solve_reach_gen_merge_cvx_cls,time_spacer_solve_reach_gen_wide,time_spacer_solve_reach_is_reach
chc-lia-lin-0211.smt2,,,,1,,,5,5,,14,,4,,23,77,,40,,,,,,,28,54,34,,,,,,,,,155.84,87.40,sat,2.79,0.53,0.05,0.27,0.02,0.21,1.67,1.11,,0.00,0.01,0.01,0.05,2.46,0.37,2.07,0.19,0.01,0.89,0.00,,0.00,
chc-lia-lin-0212.smt2,,,,2,1,1,6,6,,22,,7,,28,134,,53,,,,,,,35,95,46,,,,,,,2,,167.16,91.24,sat,3.62,0.86,0.08,0.46,0.03,0.32,2.04,1.42,,0.00,0.01,0.01,0.06,3.24,0.45,2.77,0.25,0.02,1.10,0.03,0.00,0.03,
chc-lia-lin-0213.smt2,,,,2,1,,6,6,,23,,10,,33,141,,59,,,,,,,44,91,52,,,,,,,,,223.56,120.24,sat,5.14,1.47,0.13,0.84,0.05,0.48,2.82,1.84,,0.00,0.01,0.01,0.07,4.70,0.67,4.01,0.29,0.02,1.54,0.00,,0.00,
chc-lia-lin-0214.smt2,,,,2,1,,6,6,,23,,10,,33,141,,59,,,,,,,44,91,52,,,,,,,,,223.56,120.24,sat,5.11,1.46,0.13,0.84,0.05,0.48,2.81,1.83,,0.00,0.01,0.01,0.07,4.68,0.66,3.99,0.29,0.02,1.54,0.00,,0.00,
chc-lia-lin-0215.smt2,,,,2,,,5,5,,20,,8,,25,96,,43,,,,,,,30,69,37,,,,,,,,,166.44,92.31,sat,3.47,0.77,0.07,0.39,0.03,0.30,1.92,1.12,,0.00,0.01,0.01,0.05,2.96,0.39,2.56,0.21,0.01,1.11,0.00,,0.00,
chc-lia-lin-0216.smt2,,,,2,1,1,6,6,,25,,5,,30,110,,53,,,,,,,31,76,46,,,,,,,24,2,187.20,99.59,sat,4.46,0.80,0.07,0.40,0.03,0.31,2.62,1.70,,0.00,0.01,0.01,0.08,3.80,0.50,3.28,0.28,0.02,1.38,0.21,0.00,0.21,
chc-lia-lin-0217.smt2,,,,2,,,5,5,,19,,5,,24,103,,40,,,,,,,30,83,34,,,,,,,,,167.16,93.35,sat,3.29,0.69,0.06,0.39,0.02,0.23,1.95,1.17,,0.00,0.01,0.01,0.06,2.92,0.43,2.48,0.22,0.01,1.08,0.00,,0.00,
chc-lia-lin-0218.smt2,,,,1,,,5,5,,17,,7,,26,84,,45,,,,,,,31,61,39,,,,,,,,,164.96,92.46,sat,3.40,0.57,0.05,0.26,0.02,0.25,2.06,1.32,,0.00,0.01,0.01,0.06,2.94,0.35,2.58,0.24,0.01,1.25,0.00,,0.00,
chc-lia-lin-0219.smt2,,,,2,,,5,5,,18,,7,,26,69,,46,,,,,,,31,41,40,,,,,,,,,172.16,96.40,sat,3.95,1.16,0.10,0.66,0.04,0.38,2.09,1.34,,0.00,0.01,0.01,0.07,3.58,0.36,3.20,0.25,0.02,1.20,0.00,,0.00,
chc-lia-lin-0220.smt2,,,,2,1,,5,5,,18,,3,,29,93,,45,,,,,,,28,73,39,,,,,,,,,171.12,96.01,sat,4.08,0.90,0.09,0.46,0.04,0.34,2.44,1.51,,0.00,0.01,0.01,0.06,3.66,0.59,3.05,0.24,0.02,1.34,0.00,,0.00,
chc-lia-lin-0221.smt2,,,,2,,1,5,5,,19,,3,,26,116,,41,,,,,,,30,97,35,,,,,,,2,,225.76,121.41,sat,3.79,0.69,0.06,0.36,0.02,0.25,2.26,1.34,,0.00,0.01,0.01,0.07,3.26,0.49,2.76,0.23,0.01,1.28,0.03,0.00,0.03,
chc-lia-lin-0222.smt2,,,,2,,1,5,5,,19,,3,,26,116,,41,,,,,,,30,97,35,,,,,,,2,,225.76,121.41,sat,3.67,0.68,0.06,0.36,0.02,0.25,2.16,1.28,,0.00,0.01,0.01,0.07,3.15,0.46,2.67,0.23,0.01,1.21,0.03,0.00,0.03,
chc-lia-lin-0223.smt2,,,,2,1,1,6,6,,25,,6,,39,167,,68,,,,,,,49,116,61,,,,,,,25,1,233.24,132.67,sat,7.29,2.12,0.17,1.29,0.07,0.63,4.00,2.75,,0.00,0.01,0.01,0.11,6.69,0.82,5.86,0.43,0.03,2.11,0.25,0.00,0.25,
chc-lia-lin-0224.smt2,,,,2,,,5,5,,22,,6,,34,123,,52,,,,,,,38,97,46,,,,,,,,,215.84,120.92,sat,4.40,0.73,0.08,0.34,0.03,0.31,2.77,1.82,,0.00,0.01,0.01,0.07,3.89,0.47,3.41,0.30,0.02,1.71,0.00,,0.00,
chc-lia-lin-0225.smt2,,,,2,,,5,5,,22,,6,,34,123,,52,,,,,,,38,97,46,,,,,,,,,215.84,120.92,sat,4.64,0.76,0.08,0.35,0.03,0.33,2.95,1.97,,0.00,0.01,0.01,0.07,4.13,0.50,3.62,0.32,0.02,1.83,0.00,,0.00,
chc-lia-lin-0226.smt2,,,,2,1,,5,5,,20,,4,,30,122,,47,,,,,,,32,95,41,,,,,,,,,217.04,123.39,sat,4.46,0.88,0.08,0.47,0.03,0.32,2.66,1.70,,0.00,0.02,0.01,0.06,3.90,0.57,3.31,0.28,0.01,1.51,0.00,,0.00,
chc-lia-lin-0227.smt2,,,,2,1,,6,6,,22,,8,,39,135,,66,,,,,,,43,87,59,,,,,,,,,216.48,126.94,sat,5.78,1.31,0.13,0.68,0.06,0.49,3.33,2.33,,0.00,0.01,0.01,0.09,5.17,0.77,4.38,0.40,0.03,1.81,0.01,,0.01,
chc-lia-lin-0228.smt2,,,,2,,,6,6,,24,,8,,35,167,,58,,,,,,,41,133,51,,,,,,,,,219.20,130.88,sat,5.59,1.04,0.10,0.51,0.04,0.43,3.48,2.19,,0.00,0.01,0.01,0.08,4.99,0.71,4.26,0.34,0.03,2.07,0.00,,0.00,
chc-lia-lin-0229.smt2,,,,2,1,,6,6,,27,,4,,41,136,,71,,,,,,,51,87,64,,,,,,,,,226.76,131.19,sat,7.64,2.62,0.21,1.57,0.10,0.80,3.80,2.60,,0.00,0.02,0.01,0.10,7.03,1.01,6.00,0.46,0.03,1.92,0.01,,0.01,
chc-lia-lin-0230.smt2,,,,1,1,1,5,5,,21,,3,,36,109,,53,,,,,,,39,84,47,,,,,,,28,1,227.12,131.71,sat,5.49,1.30,0.12,0.69,0.06,0.47,3.14,2.22,,0.00,0.01,0.01,0.07,4.89,0.57,4.30,0.33,0.02,1.60,0.30,0.00,0.30,
chc-lia-lin-0231.smt2,,,,2,,,5,5,,28,,4,,44,121,,65,,,,,,,50,79,59,,,,,,,,,228.28,134.58,sat,8.46,2.80,0.21,1.69,0.10,0.88,4.42,3.10,,0.00,0.02,0.01,0.10,7.80,0.87,6.91,0.44,0.03,2.67,0.00,,0.00,
chc-lia-lin-0232.smt2,,,,2,,,5,5,,28,,4,,44,121,,65,,,,,,,50,79,59,,,,,,,,,228.28,134.58,sat,8.33,2.78,0.21,1.67,0.10,0.87,4.32,3.04,,0.00,0.02,0.01,0.10,7.68,0.87,6.79,0.44,0.03,2.61,0.00,,0.00,
chc-lia-lin-0233.smt2,,,,2,2,,5,5,,21,,6,,38,121,,56,,,,,,,40,92,50,,,,,,,,,219.80,131.15,sat,6.08,1.54,0.13,0.83,0.06,0.56,3.45,2.32,,0.00,0.02,0.01,0.08,5.48,0.64,4.82,0.37,0.02,2.04,0.00,,0.00,
chc-lia-lin-0234.smt2,,,,2,2,,5,5,,21,,6,,38,121,,56,,,,,,,40,92,50,,,,,,,,,219.80,131.15,sat,6.02,1.56,0.13,0.84,0.06,0.56,3.38,2.27,,0.00,0.01,0.01,0.08,5.42,0.62,4.78,0.37,0.02,2.00,0.00,,0.00,
chc-lia-lin-0235.smt2,,,,2,1,1,5,5,,28,,11,,42,125,,68,,,,,,,50,84,62,,,,,,,14,1,245.48,141.53,sat,8.78,3.15,0.24,1.76,0.11,1.11,4.37,2.90,,0.00,0.02,0.01,0.11,8.14,0.65,7.48,0.47,0.04,2.61,0.17,0.00,0.17,
chc-lia-lin-0236.smt2,,,,2,1,1,6,6,,27,,12,,43,164,,72,,,,,,,45,106,65,,,,,,,2,,252.12,143.46,sat,8.69,2.69,0.22,1.57,0.10,0.88,4.68,3.29,,0.00,0.02,0.01,0.11,8.03,0.98,7.03,0.50,0.04,2.73,0.04,0.00,0.04,
chc-lia-lin-0237.smt2,,,,2,1,,5,5,,26,,5,,38,148,,57,,,,,,,42,122,51,,,,,,,,,242.76,140.52,sat,7.18,1.91,0.16,1.07,0.07,0.65,4.13,2.47,,0.00,0.02,0.01,0.09,6.54,0.81,5.71,0.39,0.02,2.47,0.00,,0.00,
chc-lia-lin-0238.smt2,,,,2,1,,5,5,,29,,10,,48,109,,73,,,,,,,59,65,67,,,,,,,,,240.28,139.96,sat,8.82,2.74,0.23,1.58,0.11,0.89,4.82,3.28,,0.00,0.02,0.01,0.12,8.26,0.74,7.50,0.54,0.04,2.99,0.00,,0.00,
chc-lia-lin-0239.smt2,,,,2,1,,5,5,,27,,8,,41,100,,67,,,,,,,56,61,61,,,,,,,,,232.92,137.04,sat,7.25,2.12,0.19,1.18,0.08,0.73,3.97,2.73,,0.00,0.02,0.01,0.10,6.66,0.57,6.07,0.45,0.03,2.51,0.00,,0.00,
chc-lia-lin-0240.smt2,,,,2,1,,6,6,,25,,13,,44,139,,73,,,,,,,60,78,66,,,,,,,,,246.08,143.53,sat,9.11,2.27,0.21,1.23,0.10,0.78,5.52,3.84,,0.00,0.02,0.01,0.13,8.48,1.08,7.39,0.54,0.04,3.28,0.01,,0.01,
chc-lia-lin-0241.smt2,,,,2,1,,6,6,,25,,13,,44,139,,73,,,,,,,60,78,66,,,,,,,,,246.08,143.53,sat,8.01,2.06,0.19,1.12,0.08,0.72,4.68,3.21,,0.00,0.02,0.01,0.11,7.38,0.87,6.50,0.51,0.04,2.80,0.01,,0.01,
chc-lia-lin-0242.smt2,,,,2,2,,5,5,,25,,5,,42,93,,66,,,,,,,51,57,60,,,,,,,,,235.44,139.46,sat,7.61,2.24,0.21,1.20,0.09,0.81,4.14,2.80,,0.00,0.02,0.01,0.11,6.98,0.57,6.40,0.48,0.03,2.62,0.00,,0.00,
chc-lia-lin-0243.smt2,,,,2,2,,5,5,,25,,5,,42,93,,66,,,,,,,51,57,60,,,,,,,,,235.44,139.46,sat,8.73,2.45,0.23,1.30,0.11,0.88,4.97,3.37,,0.00,0.02,0.01,0.12,8.08,0.72,7.34,0.52,0.03,3.13,0.00,,0.00,
chc-lia-lin-0244.smt2,,,,2,1,1,6,6,,27,,7,,47,179,,74,,,,,,,57,121,67,,,,,,,12,1,276.72,154.71,sat,9.74,2.85,0.23,1.65,0.11,0.94,5.53,3.82,,0.00,0.02,0.01,0.12,9.08,1.18,7.88,0.54,0.04,3.13,0.14,0.00,0.14,
chc-lia-lin-0245.smt2,,,,2,1,1,6,6,,27,,7,,47,179,,74,,,,,,,57,121,67,,,,,,,12,1,276.72,154.71,sat,9.83,2.87,0.23,1.66,0.11,0.94,5.59,3.86,,0.00,0.02,0.01,0.12,9.17,1.23,7.92,0.55,0.04,3.13,0.15,0.00,0.15,
chc-lia-lin-0246.smt2,,,,5,1,1,7,7,,18,2,9,,13,74,2,40,,,,,,,23,36,33,,,,,,,6,,141.76,78.07,sat,0.81,0.07,0.01,0.02,0.00,0.04,0.49,0.22,,0.00,0.01,0.01,0.01,0.65,0.11,0.52,0.02,0.01,0.17,0.01,0.00,0.01,
chc-lia-lin-0247.smt2,,,,4,,1,6,6,,21,1,7,1,17,71,3,40,,,,,,,25,36,34,,,,,,,12,2,204.72,123.19,sat,1.26,0.06,0.01,0.02,0.00,0.03,0.89,0.43,,0.00,0.01,0.01,0.01,1.06,0.13,0.91,0.02,0.02,0.32,0.13,0.00,0.13,
chc-lia-lin-0248.smt2,,,,21,,,28,28,,342,,1249,,252,4411,92,910,,,,,,,401,2278,883,,,,,,,,,954.88,396.90,sat,8.81,0.64,0.13,0.25,0.09,0.20,5.91,2.69,,0.07,0.03,0.01,0.27,8.14,2.48,5.56,0.63,0.21,1.55,0.00,,0.00,
chc-lia-lin-0249.smt2,5,,,,,,5,5,,20,,14,,1,43,1,39,,,,,,,19,9,38,5,,1,,,,,,147.96,48.61,unsat,0.20,0.00,0.00,0.00,0.00,0.00,0.06,0.02,,0.00,0.03,0.01,0.01,0.11,0.01,0.08,0.01,0.00,0.00,0.00,,0.00,0.01
chc-lia-lin-0250.smt2,24,,,,,,24,24,,157,,443,,77,1370,7,371,,,,,,,163,685,375,24,,1,,,,,,579.48,191.72,unsat,1.47,0.06,0.01,0.02,0.01,0.02,0.79,0.29,,0.00,0.05,0.01,0.06,1.28,0.34,0.85,0.15,0.02,0.06,0.00,,0.00,0.05
chc-lia-lin-0251.smt2,,4,,,52,1,68,67,,2428,364,18653,25,793,93844,929,5419,,102,490,18,,,2811,58071,5482,41,40,18,,,14,1737,18,3808.35,3759.99,timeout,597.75,11.32,2.10,6.12,1.57,1.92,539.87,271.57,,4.47,0.04,0.01,1.62,593.08,326.80,265.97,5.35,13.09,125.65,21.18,0.00,21.18,0.45
chc-lia-lin-0252.smt2,14,,,,,,14,14,,72,,146,,14,468,1,222,,,,,,,71,207,221,14,,1,,,,,,323.44,106.62,unsat,0.74,0.03,0.00,0.01,0.00,0.01,0.34,0.14,,0.00,0.04,0.01,0.04,0.59,0.10,0.45,0.09,0.01,0.02,0.00,,0.00,0.02
chc-lia-lin-0253.smt2,,,,64,11,1,73,73,,549,113,4175,,424,19185,425,1625,,19,83,,,,767,12694,1564,,7,,,,,568,,4989.56,1883.86,sat,38.84,1.41,0.27,0.64,0.20,0.34,28.05,10.49,,0.20,0.06,0.01,0.33,34.48,16.42,17.73,0.97,0.77,6.49,1.43,0.00,1.43,
chc-lia-lin-0254.smt2,,,,65,85,1,105,105,,858,144,6596,,1516,84094,649,2843,,10,18,,,,1964,75417,2875,,,,,,8,291,,22190.28,8195.07,sat,262.89,3.30,0.48,1.69,0.50,0.48,216.65,21.55,,0.37,0.06,0.02,0.75,240.35,188.55,51.38,2.38,5.59,8.71,7.59,0.00,7.59,0.14
chc-lia-lin-0255.smt2,32,,,,,,32,32,,195,,840,,69,2575,7,538,,,,,,,207,1276,543,32,,1,,,,,,900.92,312.30,unsat,2.93,0.14,0.02,0.05,0.01,0.05,1.80,0.73,,0.01,0.06,0.02,0.10,2.64,0.85,1.68,0.25,0.02,0.26,0.00,,0.00,0.08
chc-lia-lin-0256.smt2,61,78,,,41,2,61,61,,1317,36,7608,9,163,23932,156,2438,,58,18,,,,1523,11542,2871,61,66,1,1,,57,304,,4900.76,1881.93,unsat,67.41,2.89,0.54,1.34,0.40,0.71,53.05,26.55,,0.73,0.04,0.01,0.79,66.46,22.05,44.14,2.41,2.75,14.69,2.29,0.00,2.29,0.74
chc-lia-lin-0257.smt2,,,54,10,6,2,12,12,,32,8,22,1,21,191,,74,,9,,1,,,68,93,89,23,3,18,5,,,47,9,621.40,357.94,sat,17.14,0.37,0.06,0.14,0.02,0.19,15.39,5.54,3.64,0.00,0.03,0.02,0.06,16.31,2.64,13.61,0.11,0.05,3.13,1.85,0.00,1.85,0.76
chc-lia-lin-0258.smt2,,343,521,,29,4,47,46,2,197,14,744,35,31,4320,8,703,,90,3,10,,,571,1794,730,66,54,65,344,,,188,9,713.00,712.29,timeout,599.23,3.55,0.60,1.70,0.27,1.27,579.92,18.90,107.37,0.18,0.02,0.02,0.52,593.72,61.99,531.47,1.26,2.71,51.77,25.91,0.00,25.91,20.99
chc-lia-lin-0259.smt2,,,,29,,,39,39,,145,,814,,101,3184,20,465,,,,,,,120,1900,438,,,,,,,,,1083.68,371.69,sat,3.45,0.13,0.02,0.04,0.01,0.05,1.92,0.60,,0.01,0.06,0.02,0.09,2.74,1.19,1.40,0.23,0.02,0.18,0.00,,0.00,
chc-lia-lin-0260.smt2,,,,62,,,87,87,,309,,4135,,187,12760,,1460,,,,,,,191,7122,1416,,,,,,,,,4652.52,1526.96,sat,17.24,0.85,0.07,0.27,0.08,0.35,10.04,3.14,,0.06,0.09,0.03,0.22,13.15,6.34,6.47,0.59,0.05,1.54,0.00,,0.00,
chc-lia-lin-0261.smt2,,,,62,,,103,103,,287,,3902,,125,12624,,1391,,,,,,,125,7951,1346,,,,,,,,,4461.12,1488.14,sat,16.60,0.62,0.05,0.20,0.05,0.24,10.06,2.33,,0.03,0.09,0.03,0.34,13.19,7.05,5.73,0.73,0.04,1.36,0.00,,0.00,
chc-lia-lin-0262.smt2,,,,62,,,97,97,,281,,3927,,125,11805,,1319,,,,,,,127,7408,1280,,,,,,,,,4622.48,1515.20,sat,14.45,0.62,0.05,0.20,0.04,0.26,8.30,1.88,,0.02,0.09,0.03,0.28,11.10,5.55,5.17,0.62,0.04,1.21,0.00,,0.00,
chc-lia-lin-0263.smt2,,,,62,,,89,89,,247,,3512,,125,10455,,1320,,,,,,,125,6002,1278,,,,,,,,,4466.00,1439.74,sat,12.36,0.81,0.05,0.19,0.04,0.47,6.70,1.81,,0.04,0.09,0.03,0.19,9.36,4.11,4.91,0.49,0.03,0.84,0.00,,0.00,
chc-lia-lin-0264.smt2,,,,62,,,117,117,,301,,3827,,125,13835,,1839,,,,,,,125,9078,1780,,,,,,,,,5762.80,1853.28,sat,19.75,0.63,0.07,0.23,0.05,0.20,12.05,3.03,,0.03,0.09,0.03,0.26,15.48,8.19,6.83,0.70,0.05,1.96,0.00,,0.00,
chc-lia-lin-0265.smt2,,,,62,,,101,101,,248,,3910,,126,12083,,1320,,,,,,,125,7562,1278,,,,,,,,,4539.04,1505.13,sat,15.42,0.60,0.06,0.21,0.05,0.24,9.13,2.38,,0.02,0.09,0.03,0.32,11.97,5.97,5.60,0.65,0.03,1.74,0.00,,0.00,
chc-lia-lin-0266.smt2,,,,81,,,82,82,,227,,3215,,125,9567,21,1347,,,,,,,127,5250,1301,,,,,,,,,3409.36,1165.82,sat,11.32,0.65,0.05,0.19,0.04,0.32,6.27,1.88,,0.04,0.09,0.03,0.19,8.71,3.88,4.52,0.50,0.03,0.78,0.00,,0.00,
chc-lia-lin-0267.smt2,,,,119,,,122,122,,365,,3858,,125,14150,,2094,,,,,,,149,9432,2030,,,,,,,,,5775.28,1988.22,sat,20.38,0.58,0.06,0.22,0.06,0.16,12.39,2.98,,0.03,0.09,0.03,0.37,15.97,8.62,6.87,0.87,0.06,1.85,0.00,,0.00,
chc-lia-lin-0268.smt2,,,,,68,1,78,77,,4717,265,23002,69,663,75993,802,7277,,96,291,,,,6318,38661,7907,,21,,,,77,2400,,6211.11,6155.85,timeout,597.04,18.03,2.77,9.16,2.66,3.60,385.28,228.29,,3.92,0.07,0.02,2.61,457.44,120.23,336.86,9.61,21.05,157.12,20.61,0.00,20.61,0.45
chc-lia-lin-0269.smt2,,,,62,,,119,119,,309,,5581,,299,19199,,2052,,,,,,,187,12674,1992,,,,,,,,,6093.28,2173.86,sat,25.19,0.89,0.12,0.38,0.10,0.22,15.96,2.84,,0.04,0.09,0.03,0.33,20.22,11.73,8.02,0.87,0.07,1.75,0.00,,0.00,
chc-lia-lin-0270.smt2,,,,120,,,121,121,,305,,3878,,125,13986,60,2027,,,,,,,127,9559,1964,,,,,,,,,5776.36,2015.39,sat,20.80,0.62,0.03,0.14,0.06,0.29,12.20,2.36,,0.03,0.09,0.03,0.34,15.69,9.13,6.09,0.78,0.05,1.49,0.00,,0.00,
chc-lia-lin-0271.smt2,,,,107,,,108,108,,326,,3904,,125,13201,47,1503,,,,,,,127,8432,1452,,,,,,,,,5045.48,1670.87,sat,18.04,0.54,0.04,0.17,0.06,0.20,10.58,2.13,,0.03,0.09,0.03,0.21,13.52,7.56,5.53,0.55,0.04,1.33,0.00,,0.00,
chc-lia-lin-0272.smt2,,,,62,,,90,90,,247,,3571,,125,10570,,1308,,,,,,,127,6138,1267,,,,,,,,,4519.68,1471.95,sat,13.37,0.68,0.05,0.21,0.05,0.32,6.94,1.69,,0.03,0.09,0.03,0.22,9.52,4.46,4.70,0.52,0.03,0.77,0.00,,0.00,
chc-lia-lin-0273.smt2,,,,126,,,143,143,,387,,8577,,187,22986,152,1823,,,,,,,191,12769,1766,,,,,,,,,8101.40,2732.69,sat,44.18,1.23,0.10,0.41,0.10,0.51,32.32,4.37,,0.10,0.09,0.03,0.26,37.10,15.76,20.73,0.70,0.06,2.25,0.00,,0.00,
chc-lia-lin-0274.smt2,,,,96,,,99,99,,417,,5418,,187,15635,,1469,,,,,,,187,9453,1428,,,,,,,,,6402.04,2174.91,sat,24.54,1.02,0.13,0.41,0.09,0.35,14.88,2.93,,0.04,0.09,0.03,0.22,18.51,9.76,8.35,0.59,0.05,2.13,0.00,,0.00,
chc-lia-lin-0275.smt2,,,,62,,,108,108,,309,,4073,,189,15481,1,1625,,,,,,,187,10321,1576,,,,,,,,,8053.68,2606.16,sat,26.83,0.80,0.07,0.29,0.07,0.29,18.01,2.69,,0.03,0.12,0.04,0.22,21.79,9.88,11.49,0.61,0.38,1.54,0.00,,0.00,
chc-lia-lin-0276.smt2,,,,94,,,95,95,,287,,3933,,125,11342,34,1256,,,,,,,125,7028,1218,,,,,,,,,4644.48,1540.45,sat,15.03,0.68,0.05,0.20,0.05,0.33,8.70,1.86,,0.03,0.11,0.03,0.17,11.35,5.80,5.18,0.46,0.03,1.31,0.00,,0.00,
chc-lia-lin-0277.smt2,,,,102,,,105,105,,435,,5573,,187,17036,,1577,,,,,,,187,10473,1530,,,,,,,,,6511.72,2226.09,sat,29.53,1.10,0.15,0.46,0.12,0.32,18.09,3.81,,0.05,0.09,0.03,0.37,22.31,12.20,9.68,0.82,0.07,2.76,0.00,,0.00,
chc-lia-lin-0278.smt2,,,,,61,1,77,76,,6356,306,18119,42,449,57816,275,9569,,65,141,,,,8612,25644,9952,,8,,,,51,1792,,4887.68,4782.73,timeout,597.24,25.24,4.01,13.82,4.20,3.35,449.08,282.05,,3.21,0.08,0.02,3.56,549.39,96.43,452.60,13.13,33.76,219.86,20.53,0.00,20.53,0.28
chc-lia-lin-0279.smt2,,,,,77,1,78,77,,4198,369,25140,29,411,92859,354,6539,,66,90,,,,5939,51528,6954,,3,,,,48,2155,10,7110.41,6990.72,timeout,596.39,15.37,2.23,8.40,2.37,1.99,401.37,225.21,,3.67,0.08,0.02,2.37,476.59,150.99,325.26,8.61,22.66,142.13,25.39,0.00,25.39,0.66
chc-lia-lin-0280.smt2,,,,2,,1,5,5,,15,2,7,,27,53,,43,,,,,,,35,23,38,,,,,,,,,690.96,369.78,sat,21.64,1.92,0.12,0.76,0.05,1.02,14.39,12.04,,0.00,0.09,0.08,0.19,17.67,2.93,14.72,1.26,0.01,8.74,0.10,0.00,0.10,
chc-lia-lin-0281.smt2,,,,9,,1,13,13,,177,10,298,,233,2960,,431,,,,,,,332,1617,417,,,,,,,,,1702.52,994.33,sat,349.47,38.67,2.83,17.41,1.46,17.94,284.51,221.39,,0.37,0.09,0.08,2.59,342.16,90.03,252.07,16.08,1.08,164.15,0.79,0.00,0.79,
chc-lia-lin-0282.smt2,42,,,,,,42,42,,451,,2046,,133,6373,12,1125,,,,,,,477,3270,1131,42,,1,,,,,,2155.24,723.69,unsat,8.52,0.45,0.07,0.17,0.04,0.14,5.95,2.50,,0.03,0.09,0.02,0.23,8.04,2.63,5.25,0.62,0.09,1.35,0.00,,0.00,0.13
chc-lia-lin-0283.smt2,,,,,1,1,14,13,,449,10,180,,268,4310,,568,,,,,,,426,2775,554,,,,,,,,,497.23,473.38,timeout,599.00,98.60,5.71,57.15,2.61,35.36,456.05,348.79,,0.65,0.12,0.11,3.86,582.38,149.56,432.76,22.98,1.90,257.47,1.03,0.00,1.03,
chc-lia-lin-0284.smt2,,,,6,,1,12,12,,151,11,195,,380,4284,,597,,,,,,,483,2617,584,,,,,,,6,,1986.92,1138.16,sat,542.95,93.26,5.51,49.49,2.88,37.19,412.90,323.32,,0.65,0.10,0.09,3.93,535.03,142.13,392.85,24.06,2.12,220.50,1.65,0.00,1.65,
chc-lia-lin-0285.smt2,,,,10,,1,15,15,,175,14,361,,317,4620,,531,,,,,,,414,2747,516,,,,,,,4,,1969.84,1125.95,sat,487.83,63.50,4.43,31.26,1.91,27.70,392.33,309.74,,0.61,0.09,0.08,3.52,480.81,144.33,336.41,20.74,1.67,205.28,1.52,0.00,1.52,
chc-lia-lin-0286.smt2,,,,5,,1,8,8,,69,5,46,,252,1761,2,364,,,,,,,321,1075,355,,,,,,,,,1286.48,736.01,sat,235.26,33.57,2.16,16.10,1.11,14.84,179.75,144.05,,0.20,0.09,0.09,2.45,229.78,54.07,175.68,14.43,0.78,99.94,0.41,0.00,0.41,
chc-lia-lin-0287.smt2,,,,,2,1,11,10,,497,8,234,,37,4064,,603,,,,,,,488,2091,592,,,,,,,6,,459.86,445.62,timeout,598.66,91.36,5.97,48.42,2.69,36.62,431.10,347.79,,0.70,0.09,0.08,4.23,552.23,166.56,385.62,24.84,2.17,214.17,1.45,0.00,1.45,
chc-lia-lin-0288.smt2,,,,9,2,1,16,16,,119,13,128,,359,3529,1,568,,,,,,,456,2360,553,,,,,,,8,,1889.88,1113.95,sat,460.03,63.22,4.48,30.73,2.06,27.61,363.18,282.40,,0.51,0.10,0.09,3.86,453.78,101.77,351.94,22.96,1.96,212.85,2.20,0.00,2.20,
chc-lia-lin-0289.smt2,,,,4,2,1,9,9,,55,7,68,,211,1843,,310,,,,,,,251,1243,300,,,,,,,10,,1227.24,699.83,sat,189.65,30.52,1.83,14.38,0.94,13.94,139.87,110.89,,0.14,0.10,0.09,2.14,184.56,42.76,141.76,12.67,0.52,74.29,1.42,0.00,1.42,
chc-lia-lin-0290.smt2,,,,5,,1,8,8,,59,6,47,,143,1081,,234,,,,,,,192,564,225,,,,,,,,,1130.56,648.38,sat,149.90,21.35,1.39,9.46,0.77,10.14,113.08,87.36,,0.08,0.10,0.09,1.54,144.96,39.05,105.88,9.46,0.31,57.46,0.44,0.00,0.44,
chc-lia-lin-0291.smt2,,,,5,,1,9,9,,100,7,83,,331,2555,,460,,,,,,,389,1378,450,,,,,,,4,,1793.00,1043.46,sat,384.32,63.49,4.21,33.76,1.86,25.34,290.48,232.23,,0.34,0.11,0.10,3.20,376.96,101.18,275.75,19.78,1.29,151.59,1.17,0.00,1.17,
