index,SPACER_cluster_out_of_gas,SPACER_expand_pob_undef,SPACER_inductive_level,SPACER_max_cluster_size,SPACER_max_cvx_reduced_dim,SPACER_max_depth,SPACER_max_query_lvl,SPACER_need_sage,SPACER_num_abstractions,SPACER_num_abstractions_failed,SPACER_num_abstractions_success,SPACER_num_active_lemmas,SPACER_num_cant_abstract,SPACER_num_ctp_blocked,SPACER_num_dim_reduction_success,SPACER_num_invariants,SPACER_num_is_invariant,SPACER_num_lemma_jumped,SPACER_num_lemmas,SPACER_num_mbp_failed,SPACER_num_merge_gen,SPACER_num_merge_gen_failed,SPACER_num_merge_gen_success,SPACER_num_no_over_approximate,SPACER_num_non_lin,SPACER_num_pobs,SPACER_num_propagations,SPACER_num_queries,SPACER_num_reach_queries,SPACER_num_refinements,SPACER_num_reuse_reach_facts,SPACER_num_sync_cvx_cls,SPACER_num_under_approximations,SPACER_pob_out_of_gas,SPACER_wide_attmpts,SPACER_wide_success,max_memory,memory,result,time,time_pool_solver_smt_total,time_pool_solver_smt_total_sat,time_pool_solver_smt_total_undef,time_spacer_ctp,time_spacer_init_rules,time_spacer_init_rules_pt_init,time_spacer_mbp,time_spacer_solve,time_spacer_solve_propagate,time_spacer_solve_pt_must_reachable,time_spacer_solve_reach,time_spacer_solve_reach_children,time_spacer_solve_reach_cluster,time_spacer_solve_reach_gen_bool_ind,time_spacer_solve_reach_gen_merge,time_spacer_solve_reach_gen_merge_cvx_cls,time_spacer_solve_reach_gen_wide,time_spacer_solve_reach_is_reach
chc-lia-lin-0257.smt2,,,7,4,1,9,9,,,,,37,7,15,,28,164,,70,,3,,,,,65,81,79,15,,10,,,,18,1,636.92,365.85,sat,14.10,12.63,3.25,4.39,0.00,0.03,0.02,0.04,13.04,2.47,,10.55,0.09,0.04,4.78,0.25,0.00,0.25,0.40
chc-lia-lin-0258.smt2,,548,,22,3,36,35,8,25,7,,227,67,768,102,39,4794,13,559,,62,16,2,,,638,2182,737,176,5,98,41,,1,1447,117,,905.17,timeout,598.35,552.14,55.91,78.67,0.21,0.02,0.02,0.56,559.74,73.17,,486.40,1.27,1.78,33.26,45.14,0.00,45.14,86.79
chc-lia-lin-0259.smt2,,,,,,39,39,,,,,143,,814,,101,3179,21,462,,,,,,,118,1901,435,,,,,,,,,1082.56,371.02,sat,3.28,1.90,0.60,,0.01,0.06,0.02,0.08,2.57,1.20,,1.24,0.23,0.01,0.16,0.00,,0.00,
chc-lia-lin-0260.smt2,,,,,,87,87,,,,,309,,4136,,187,12760,,1460,,,,,,,191,7122,1416,,,,,,,,,4651.40,1526.36,sat,14.91,9.13,2.76,,0.06,0.09,0.03,0.29,11.31,5.84,,5.16,0.65,0.04,1.18,0.00,,0.00,
chc-lia-lin-0261.smt2,,,,,,105,105,,,,,309,,3883,,125,12598,,1454,,,,,,,125,7804,1408,,,,,,,,,4503.16,1502.60,sat,15.86,10.27,2.61,,0.03,0.09,0.03,0.24,12.59,6.71,,5.51,0.63,0.04,1.76,0.00,,0.00,
chc-lia-lin-0262.smt2,,,,,,97,97,,,,,281,,3912,,125,11454,,1319,,,,,,,125,7057,1280,,,,,,,,,4586.24,1500.22,sat,14.04,8.42,1.84,,0.02,0.09,0.03,0.31,10.53,5.48,,4.70,0.65,0.04,1.20,0.00,,0.00,
chc-lia-lin-0263.smt2,,,,,,89,89,,,,,247,,3512,,125,10455,,1320,,,,,,,127,6002,1278,,,,,,,,,4503.28,1448.78,sat,12.04,6.97,1.77,,0.04,0.09,0.03,0.19,8.85,4.43,,4.10,0.50,0.03,0.76,0.00,,0.00,
chc-lia-lin-0264.smt2,,,,,,117,117,,,,,301,,3827,,125,13835,,1839,,,,,,,127,9078,1780,,,,,,,,,5752.28,1848.08,sat,20.44,12.64,3.18,,0.03,0.09,0.03,0.27,15.43,8.43,,6.57,0.71,0.05,2.09,0.00,,0.00,
chc-lia-lin-0265.smt2,,,,,,101,101,,,,,248,,3910,,126,12083,,1320,,,,,,,125,7562,1278,,,,,,,,,4539.16,1505.16,sat,17.01,10.70,2.63,,0.03,0.09,0.03,0.31,13.01,7.17,,5.47,0.65,0.03,1.92,0.00,,0.00,
chc-lia-lin-0266.smt2,,,,,,82,82,,,,,227,,3216,,125,9567,21,1347,,,,,,,127,5250,1301,,,,,,,,,3439.44,1174.12,sat,11.55,6.75,2.05,,0.05,0.09,0.03,0.21,8.60,4.20,,4.11,0.54,0.03,0.87,0.00,,0.00,
chc-lia-lin-0267.smt2,,,,,,122,122,,,,,365,,3856,,125,14150,,2094,,,,,,,149,9432,2030,,,,,,,,,5773.84,1987.04,sat,22.10,13.83,3.29,,0.04,0.11,0.03,0.41,17.00,9.58,,6.97,0.94,0.06,2.00,0.00,,0.00,
chc-lia-lin-0268.smt2,,,,,1,78,77,,7,,1,4475,203,20457,61,629,72334,584,7001,,87,419,,,,6179,38266,7606,,15,,,,75,1103,,,5851.90,timeout,595.46,377.30,215.97,,3.43,0.09,0.02,2.62,426.25,119.15,,306.77,9.47,18.56,155.11,10.74,0.00,10.74,0.47
chc-lia-lin-0269.smt2,,,,,,119,119,,,,,309,,5567,,299,19197,4,2052,,,,,,,187,12672,1992,,,,,,,,,6093.92,2173.47,sat,25.93,17.13,3.12,,0.04,0.09,0.03,0.43,20.57,12.52,,7.62,0.99,0.07,1.94,0.00,,0.00,
chc-lia-lin-0270.smt2,,,,,,121,121,,,,,305,,3878,,125,13986,60,2027,,,,,,,127,9559,1964,,,,,,,,,5776.48,2015.42,sat,21.44,13.58,2.54,,0.03,0.09,0.03,0.28,16.51,9.94,,6.14,0.75,0.05,1.57,0.00,,0.00,
chc-lia-lin-0271.smt2,,,,,,108,108,,,,,326,,3904,,125,13201,47,1503,,,,,,,127,8432,1452,,,,,,,,,5069.68,1677.01,sat,17.35,10.52,2.11,,0.03,0.09,0.03,0.21,12.80,7.48,,4.94,0.54,0.04,1.34,0.00,,0.00,
chc-lia-lin-0272.smt2,,,,,,90,90,,,,,247,,3571,,125,10570,,1308,,,,,,,127,6138,1267,,,,,,,,,4508.00,1468.55,sat,13.50,7.45,1.69,,0.04,0.10,0.03,0.23,9.38,4.81,,4.25,0.55,0.03,0.76,0.00,,0.00,
chc-lia-lin-0273.smt2,,,,,,141,141,,,,,465,,5449,,249,13507,98,1869,,,,,,,249,6617,1812,,,,,,,,,8172.32,2642.52,sat,37.66,28.34,6.72,,0.07,0.10,0.03,0.28,31.33,10.02,,20.78,0.74,0.07,4.58,0.00,,0.00,
chc-lia-lin-0274.smt2,,,,,,99,99,,,,,417,,5424,,187,15635,,1469,,,,,,,191,9453,1428,,,,,,,,,6402.76,2174.75,sat,22.18,14.51,2.69,,0.03,0.09,0.03,0.21,17.01,9.94,,6.71,0.58,0.06,1.83,0.00,,0.00,
chc-lia-lin-0275.smt2,,,,,,108,108,,,,,309,,4071,,189,15481,1,1625,,,,,,,187,10321,1576,,,,,,,,,8053.48,2606.06,sat,30.55,22.31,2.88,,0.04,0.10,0.03,0.24,25.48,11.41,,13.69,0.65,0.41,1.53,0.00,,0.00,
chc-lia-lin-0276.smt2,,,,,,95,95,,,,,321,,4001,,125,11410,34,1291,,,,,,,127,6993,1252,,,,,,,,,4661.36,1542.44,sat,14.62,8.50,1.81,,0.03,0.10,0.03,0.21,10.42,5.50,,4.57,0.49,0.04,1.23,0.00,,0.00,
chc-lia-lin-0277.smt2,,,,,,105,105,,,,,393,,5570,,187,16992,,1534,,,,,,,187,10516,1488,,,,,,,,,6187.92,2143.02,sat,21.84,13.66,2.68,,0.03,0.10,0.03,0.33,16.34,9.56,,6.41,0.72,0.05,1.85,0.00,,0.00,
chc-lia-lin-0278.smt2,,,,,1,77,76,,9,,,5564,115,15435,32,388,53408,166,8168,,39,14,,,,6747,24070,8520,,2,,,,45,648,9,,4618.96,timeout,593.53,345.50,211.80,,2.73,0.08,0.02,2.82,394.57,84.11,,310.15,10.11,20.70,160.06,9.47,0.00,9.47,0.29
chc-lia-lin-0279.smt2,,,,,2,78,77,,6,,6,3914,292,23711,29,410,90092,381,6156,,61,92,,,,5689,50052,6559,,,,1,,48,1872,9,,7064.89,timeout,594.98,391.19,211.23,,3.60,0.08,0.02,2.29,445.72,158.88,,286.51,8.19,21.66,129.15,18.16,0.00,18.16,0.68
chc-lia-lin-0280.smt2,,,,2,1,8,8,,,,,43,,42,2,24,271,,89,,1,2,,,,69,101,79,,,,,,,2,1,857.64,479.34,sat,38.30,30.27,22.07,,0.01,0.09,0.08,0.46,33.57,12.59,,20.95,3.10,0.03,10.63,1.46,0.00,1.46,
chc-lia-lin-0281.smt2,,,,,1,4,4,,,,,38,,7,1,37,161,,77,,,,,,,68,104,72,,,,,,,2,1,858.44,479.46,sat,30.75,24.24,17.20,,0.01,0.09,0.08,0.40,27.06,8.33,,18.72,2.69,0.03,10.70,0.23,0.00,0.23,
chc-lia-lin-0282.smt2,,,,,,42,42,,,,,473,,2086,,133,6855,14,1180,,,,,,,533,3676,1186,42,,1,,,,,,2810.52,905.18,unsat,8.81,6.60,2.75,,0.04,0.09,0.02,0.24,8.30,2.86,,5.30,0.65,0.11,1.54,0.00,,0.00,0.16
chc-lia-lin-0283.smt2,,,,,1,7,7,,,,,45,,12,1,50,307,,99,,,,,,,71,221,92,,,,,,,2,1,852.24,513.53,sat,41.50,33.78,23.59,,0.01,0.08,0.08,0.54,37.52,10.57,,26.93,3.53,0.04,15.95,0.69,0.00,0.69,
chc-lia-lin-0284.smt2,,,,2,1,7,7,,,,,38,,11,2,47,310,,88,,1,5,,,,74,228,80,,,,,,,2,1,856.76,512.84,sat,40.85,33.68,23.41,,0.01,0.12,0.11,0.48,37.02,10.62,,26.37,3.11,0.04,15.58,1.26,0.00,1.26,
chc-lia-lin-0285.smt2,,,,,1,8,8,,,,,45,,12,1,49,356,,94,,,,,,,70,249,86,,,,,,,2,1,880.64,522.58,sat,47.01,38.72,26.93,,0.01,0.09,0.08,0.53,42.40,13.68,,28.68,3.45,0.04,17.65,0.19,0.00,0.19,
chc-lia-lin-0286.smt2,,,,2,1,8,8,,1,,1,61,1,40,2,137,907,,217,,1,4,,,,181,612,207,,,,,,,2,1,1028.96,608.23,sat,101.38,87.02,66.93,,0.04,0.11,0.10,1.32,96.24,24.82,,71.39,8.51,0.24,46.71,0.32,0.00,0.32,
chc-lia-lin-0287.smt2,,,,,1,7,7,,,,,48,,15,1,77,405,,136,,,,,,,115,300,129,,,,,,,2,1,918.36,544.12,sat,55.17,45.66,33.14,,0.01,0.10,0.09,0.80,51.21,10.30,,40.89,5.21,0.09,25.21,0.14,0.00,0.14,
chc-lia-lin-0288.smt2,,,,,1,8,8,,,,,56,,20,1,56,389,,113,,,,,,,83,253,105,,,,,,,2,1,906.44,534.86,sat,48.74,40.18,28.54,,0.01,0.09,0.08,0.63,44.47,13.90,,30.55,4.04,0.06,18.35,0.14,0.00,0.14,
chc-lia-lin-0289.smt2,,,,,1,8,8,,,,,51,,28,1,59,400,,117,,,,,,,90,244,108,,,,,,,2,1,934.96,545.75,sat,57.23,46.72,33.21,,0.02,0.12,0.11,0.70,51.56,16.65,,34.88,4.55,0.06,20.75,0.27,0.00,0.27,
chc-lia-lin-0290.smt2,,,,2,1,8,8,,,,,58,,78,2,88,728,,152,,1,15,,,,128,464,142,,,,,,,2,1,1076.40,603.81,sat,87.67,74.05,54.60,,0.03,0.12,0.11,1.06,81.27,24.92,,56.32,6.77,0.12,35.48,0.69,0.00,0.69,
chc-lia-lin-0291.smt2,,,,,1,7,7,,,,,56,,24,1,80,382,,139,,,,,,,110,252,131,,,,,,,2,1,957.56,565.96,sat,74.40,63.06,45.69,,0.01,0.13,0.11,0.98,69.65,17.23,,52.40,6.22,0.10,33.36,0.61,0.00,0.61,
chc-lia-lin-0292.smt2,,,,2,1,8,8,,,,,56,,56,2,70,634,,135,,1,18,,,,111,381,125,,,,,,,2,1,1030.52,589.08,sat,76.45,64.29,46.11,,0.03,0.11,0.09,0.88,70.35,25.91,,44.41,5.70,0.08,26.98,0.44,0.00,0.44,
chc-lia-lin-0293.smt2,,,,46,1,50,50,,209,45,137,2241,30,15414,,280,37084,300,3761,,2,23,,,,2042,14325,4219,102,21,45,,,141,319,,9848.28,3277.62,unsat,111.34,94.23,51.83,,1.34,0.08,0.02,1.34,109.90,35.50,,74.17,4.10,4.22,32.91,1.98,0.00,1.98,1.09
chc-lia-lin-0294.smt2,,,,,1,110,109,,27,,15,2887,70,25406,,1179,140531,2338,6012,,7,20,,,,3519,100600,6052,,,,,,22,246,,,11081.31,timeout,596.88,546.84,196.61,,2.81,0.11,0.03,1.98,584.48,309.91,,274.03,6.90,7.70,137.27,4.69,0.00,4.69,0.30
chc-lia-lin-0295.smt2,,,,,1,58,57,,343,53,2319,4917,67,31168,1,426,75317,1233,7936,,2,66,,,,5270,27040,8567,62,24,51,,,223,503,3,,4506.52,timeout,596.45,510.94,289.41,,5.86,0.08,0.02,2.86,564.17,153.60,,410.31,10.36,21.39,211.68,4.55,0.00,4.55,1.95
chc-lia-lin-0296.smt2,,211,38,196,2,69,69,,30,2,59,399,265,1178,9,602,12735,613,1634,,286,759,10,,,2143,9236,2684,33,201,10,85,,30,3287,136,7980.04,3116.41,sat,162.25,132.70,62.74,6.73,0.48,0.06,0.02,1.90,154.59,33.74,,120.47,4.55,6.93,28.92,21.75,0.00,21.75,2.32
chc-lia-lin-0297.smt2,,,,37,2,29,29,,15,8,42,379,142,465,4,142,3585,168,623,,46,265,24,,,524,2194,678,60,14,25,14,,9,1970,73,2213.08,861.68,unsat,22.96,19.30,13.16,0.13,0.09,0.06,0.02,0.24,22.22,4.99,,17.09,0.68,0.61,3.53,6.37,0.00,6.37,0.51
chc-lia-lin-0298.smt2,,608,21,149,2,52,52,,82,46,90,292,675,4182,22,957,27284,1123,2658,,694,696,124,,4,2299,17319,3627,132,589,123,99,,38,12181,377,16173.56,6451.05,sat,577.43,501.88,233.72,56.51,1.75,0.06,0.02,1.45,553.90,122.54,,431.07,5.58,19.09,86.87,140.25,0.00,140.25,16.18
chc-lia-lin-0299.smt2,10,251,,72,3,29,29,3,28,7,43,540,222,971,17,158,5528,162,1084,,291,336,8,1,11,883,2458,1290,35,159,20,117,2,9,5682,108,2339.68,921.92,unsat,58.16,50.24,30.73,8.97,0.27,0.06,0.03,0.45,57.33,10.13,,47.06,1.50,1.74,9.27,21.30,0.00,21.30,1.12
chc-lia-lin-0300.smt2,,1453,21,159,2,48,48,,77,2,55,205,775,3896,13,916,22033,435,2973,,841,274,77,,,1664,11464,3334,81,755,77,89,,16,12466,303,7335.40,3058.39,sat,378.43,335.55,104.24,116.10,1.31,0.06,0.02,1.30,371.32,73.06,,297.99,4.78,11.98,70.03,98.98,0.00,98.98,8.37
chc-lia-lin-0301.smt2,,,,,,52,52,,,,,796,,3029,,243,12950,12,1694,,,,,,,867,7726,1707,52,,1,,,,,,5846.12,1839.54,unsat,17.43,13.56,5.33,,0.08,0.11,0.03,0.43,16.59,7.16,,9.24,1.14,0.22,2.56,0.00,,0.00,0.20
chc-lia-lin-0302.smt2,,32,,35,2,29,29,,8,,38,443,114,497,1,188,2818,249,594,,50,306,1,,,596,1671,725,29,16,8,30,,6,3049,130,2020.04,757.56,unsat,25.15,21.21,13.77,1.82,0.07,0.06,0.02,0.26,24.32,3.48,,20.71,0.80,0.72,4.11,8.75,0.00,8.75,0.35
chc-lia-lin-0303.smt2,,1002,,267,2,46,45,,183,2,192,1331,935,4476,16,422,27471,459,3417,,820,496,48,,2,2887,16762,4687,51,487,47,441,,62,8090,90,,4537.07,timeout,596.06,510.10,238.10,49.94,2.32,0.07,0.03,1.82,572.15,120.86,,451.03,7.25,22.27,133.84,81.37,0.01,81.37,13.06
chc-lia-lin-0304.smt2,,728,25,208,2,60,60,,109,,97,270,439,2079,5,825,20658,698,2638,,776,620,,6,5,2185,13893,4322,,719,,170,13,41,6214,151,8729.92,3602.21,sat,294.61,253.94,129.26,13.12,1.18,0.06,0.02,1.59,286.16,59.20,,226.63,6.02,10.22,54.21,45.34,0.00,45.34,6.51
chc-lia-lin-0305.smt2,,62,,47,3,19,19,1,15,,50,319,92,567,,107,1786,99,522,,77,141,1,,,515,668,682,22,18,2,39,,3,1292,28,1361.64,505.21,unsat,14.69,11.80,8.07,0.46,0.04,0.09,0.03,0.24,14.15,1.71,,12.35,0.69,0.48,2.89,3.67,0.00,3.67,0.31
chc-lia-lin-0306.smt2,,348,29,319,4,63,63,6,25,,52,517,905,5985,69,1203,32763,628,3276,,514,625,18,,,4084,18453,5536,22,389,18,7,,106,6005,96,20286.00,7603.59,sat,587.65,488.69,252.97,12.94,3.32,0.07,0.03,2.09,563.25,133.42,,429.48,8.62,28.52,103.86,87.48,0.00,87.48,6.90
chc-lia-lin-0307.smt2,,,,,,7,7,,,,,71,,47,,4,225,4,103,,,,,,,50,67,102,7,,1,,,,,,512.96,176.43,unsat,0.98,0.53,0.28,0.01,0.00,0.07,0.03,0.02,0.67,0.15,,0.50,0.06,0.00,0.03,0.00,,0.00,0.02
chc-lia-lin-0308.smt2,,822,,172,2,42,41,,226,58,238,1621,799,4961,97,337,30112,463,3297,,1016,953,105,1,,3779,17198,5322,114,590,105,226,,86,11848,77,,5079.08,timeout,596.94,486.10,237.52,48.77,2.91,0.07,0.03,2.10,546.11,122.38,,423.50,8.31,21.50,94.31,101.93,0.00,101.93,15.41
chc-lia-lin-0309.smt2,,5,,3,,14,14,,,,,190,11,357,,78,1723,6,288,,,,,,,160,923,287,14,,1,,,,,,1206.60,446.84,unsat,3.84,2.78,1.40,0.08,0.01,0.07,0.03,0.16,3.41,1.15,,2.21,0.31,0.04,0.51,0.02,,0.02,0.07
chc-lia-lin-0310.smt2,433,1437,,213,2,42,42,,65,,72,1502,820,6162,63,245,23401,250,3328,,498,131,,,,3079,10140,4225,256,246,187,84,,16,10158,151,14773.28,5250.63,unsat,444.24,397.66,142.37,113.20,1.87,0.07,0.03,1.93,441.62,82.81,,358.60,6.66,15.79,100.30,80.99,0.00,80.99,13.66
chc-lia-lin-0311.smt2,,,,,,2,2,,,,,6,,,,,3,,8,,,,,,,6,,7,2,,1,,,,,,267.96,100.25,unsat,0.31,0.04,0.01,,,0.09,0.04,0.00,0.05,0.00,,0.04,0.00,0.00,,,,,0.00
chc-lia-lin-0312.smt2,,,,2,1,64,64,,,,,1618,1,9245,,312,39981,32,3328,,,,,,,1940,24955,3341,64,,1,,,,7,,23058.40,7078.78,unsat,84.38,73.02,29.49,,0.55,0.15,0.04,0.91,82.37,40.16,,41.96,2.80,1.34,16.48,0.10,0.00,0.10,0.57
chc-lia-lin-0313.smt2,96,209,,101,1,29,29,,11,18,47,445,193,1892,11,20,8278,30,789,,87,76,45,,,678,3945,861,119,41,98,,,1,3079,19,5736.24,2050.54,unsat,51.17,43.87,17.11,13.67,0.20,0.09,0.04,0.76,50.02,13.85,,36.01,1.36,1.56,7.28,12.55,0.00,12.55,1.26
chc-lia-lin-0314.smt2,,,,,1,98,97,,4,,,4333,42,40236,,821,133983,483,9801,,14,50,,,,6771,74722,9940,,,,,,18,244,,,19934.49,timeout,597.08,533.14,241.39,,4.08,0.15,0.04,3.27,588.22,210.19,,377.62,12.31,16.26,178.40,7.43,0.00,7.43,0.38
chc-lia-lin-0315.smt2,,,,,,76,76,,,,,1896,,11577,,499,47568,28,4133,,,,,,,2269,28561,4154,76,,1,,,,,,27706.76,8283.39,unsat,86.75,72.76,28.46,,0.49,0.16,0.04,1.16,84.49,38.51,,45.69,3.54,2.44,17.09,0.01,,0.01,0.48
chc-lia-lin-0316.smt2,,,,,,66,66,,,,,535,,2091,,311,15034,189,2370,,,,,,,353,12409,2306,,,,,,,,,31391.72,10368.53,sat,248.92,197.77,20.14,,0.03,0.20,0.12,0.45,202.12,102.99,,98.93,1.37,0.08,16.83,0.00,,0.00,
chc-lia-lin-0317.smt2,,,,,,,10,,,,,234,,290,,,1205,7,299,,,,,,,218,512,288,,,,,,,,,,847.36,timeout,599.68,285.39,30.78,,0.03,0.20,0.12,0.10,286.81,19.07,,267.71,0.39,0.17,29.53,0.00,,0.00,
chc-lia-lin-0318.smt2,,,,,,,19,,,,,374,,611,,,3144,256,660,,,,,,,339,1749,640,,,,,,,,,,1892.66,timeout,599.39,551.19,67.27,,0.06,0.20,0.12,0.18,553.81,47.91,,505.84,0.66,0.32,53.38,0.00,,0.00,
chc-lia-lin-0319.smt2,,,,,,,52,,,,,312,,1571,,,10836,,1582,,,,,,,216,8314,1531,,,,,,,,,,3711.71,timeout,599.86,283.76,14.18,,0.02,0.21,0.12,0.31,286.88,219.05,,67.66,0.94,0.05,8.68,0.00,,0.00,
chc-lia-lin-0320.smt2,,,,,1,19,18,,,,,297,26,708,,33,3730,51,568,,,,,,,258,1667,549,,,,,,,18,3,,,,,3.81,2.16,,0.02,0.21,0.08,0.14,4.85,2.11,,2.67,0.42,0.10,0.44,0.07,0.00,0.07,
chc-lia-lin-0321.smt2,,,,,,16,15,,,,,184,2,488,,18,2442,55,428,,,,,,,188,1079,412,,,,,,,,,,,,,2.35,1.19,,0.01,0.22,0.08,0.11,3.05,1.35,,1.65,0.33,0.02,0.02,0.00,,0.00,
chc-lia-lin-0322.smt2,,,,,1,107,106,,15,,13,5679,54,51739,,749,165271,414,11027,,16,6,,,,7233,94508,11214,,,,,,26,279,,,26126.64,timeout,595.15,523.75,235.84,,3.71,0.24,0.07,4.67,590.54,226.40,,363.65,16.14,18.64,172.98,8.20,0.00,8.20,0.80
chc-lia-lin-0323.smt2,,,,,,104,103,,,,,4394,8,51001,,916,177319,279,8834,,,,,,,5528,108128,8761,,,,,,,44,,,29653.49,timeout,596.46,532.64,205.96,,3.01,0.30,0.09,3.53,583.05,295.81,,286.77,11.92,13.44,131.31,2.85,0.00,2.85,
chc-lia-lin-0324.smt2,,,,60,1,188,187,,,,,2677,129,63923,,587,278219,141,7762,,69,123,,,,3323,210736,8363,,,,,,42,420,,,33334.67,timeout,598.49,475.11,31.87,0.04,0.32,0.50,0.19,2.66,543.97,444.44,,98.55,8.73,22.12,12.00,13.40,0.00,13.40,0.20
chc-lia-lin-0325.smt2,,,,,,,115,,,,,5943,,43651,,807,153586,212,12001,,,,,,,7703,90044,11929,,,,,,,,,,33932.56,timeout,595.65,537.81,255.26,,2.85,0.33,0.10,4.80,591.30,200.74,,390.02,18.21,7.78,213.77,0.05,,0.05,
